	TCGA-A7-A0CE-11A-21R-A089-07	TCGA-A7-A0CH-11A-32R-A089-07	TCGA-A7-A0D9-11A-53R-A089-07	TCGA-A7-A0DB-11A-33R-A089-07	TCGA-A7-A13E-11A-61R-A12P-07	TCGA-A7-A13F-11A-42R-A12P-07	TCGA-A7-A13G-11A-51R-A13Q-07	TCGA-AC-A23H-11A-12R-A157-07	TCGA-AC-A2FB-11A-13R-A17B-07	TCGA-AC-A2FF-11A-13R-A17B-07	TCGA-AC-A2FM-11B-32R-A19W-07	TCGA-BH-A0AU-11A-11R-A12P-07	TCGA-BH-A0AY-11A-23R-A089-07	TCGA-BH-A0AZ-11A-22R-A12P-07
84680	9.250900008	8.817660348	8.394632893	7.956653198	8.119595845	8.456342093	8.847171379	7.913445953	8.018402726	7.774590734	8.295602275	9.744928501	8.075188709	9.293198488
65057	8.828615081	8.480517184	7.694962352	7.578985494	7.964791946	8.458185116	7.595105277	8.308109182	8.431630063	8.408084281	9.675033095	8.829035151	8.212628672	8.549572916
59272	3.598258	3.861975209	5.65503692	2.495490511	4.773284293	5.019363882	4.840639469	5.950195433	4.442751124	4.798418661	3.060203062	4.634639731	4.267603212	3.87935289
125981	0.709202395	1.324522612	0	0	0.573277568	0.924556002	0	1.051998468	1.139273018	2.720059527	2.223577006	0.854554259	0	0.936892302
340485	6.602743398	6.945302194	8.452394461	8.01818571	7.736305861	7.546125075	9.369447071	7.160396866	6.9782414	7.225611383	4.243707158	7.545948297	7.468314497	7.778389953
55331	8.222929146	8.463708683	9.932316933	9.901877698	10.17291699	9.638686237	10.7691808	8.67815397	8.81641187	8.949847133	7.288943569	8.119977054	8.909893084	8.397476128
1636	8.98773782	10.20288428	10.08078502	10.84683928	10.50819152	10.2053214	10.14924869	9.948671217	10.06694096	9.072482347	8.737331519	8.507259079	9.679709505	9.366312815
43	4.557024029	5.662416305	4.153999844	2.204203332	3.056323404	5.223878147	2.555816155	2.824319805	4.029876886	4.474961626	5.557189496	4.790219455	4.267603212	3.786805433
22985	11.72201464	11.46089893	11.23656108	11.4086088	10.96889024	11.39978152	11.10745772	11.22976365	11.2934121	11.66318791	11.48544273	12.02314042	11.58428852	12.1506713
47	11.73416525	11.72490645	11.39005618	11.61140991	12.47887936	12.15383852	11.55747012	11.30248694	11.51146918	12.04621799	11.12374902	11.63421874	11.74605784	11.8495616
130013	4.773426728	3.378913857	0	0	1.782198856	0.924556002	0.492314685	0.778713221	2.538761627	1.420455453	3.431342148	2.548189989	3.27734506	2.017244929
57001	7.469157446	7.206384377	6.980192142	6.876453098	7.188893424	6.944125202	7.227288623	7.00429576	7.459409486	7.798329874	7.593115444	6.98951712	7.014142132	7.286765661
48	10.39964248	12.21034892	13.53511178	12.85018483	12.9932534	12.11493486	13.59510933	10.90712577	11.28578735	10.25855049	10.51759715	9.964457261	11.48995701	9.611999671
50	11.31902688	11.88152441	12.14462125	11.47108593	12.01298758	11.95460946	12.43635941	10.69898424	11.30698462	11.14272881	11.51715717	11.0700782	11.18166003	10.86683366
26027	5.640646955	5.427052989	3.240634893	4.849754121	4.08896416	4.827366842	4.300621625	4.938417539	5.563923825	5.155898966	6.129719881	5.423558003	4.892182136	4.716941524
134526	0	0	0	0	0	1.23087931	0	0.778713221	0.37928825	0.355467388	0	2.081544154	0	0.68670221
55856	9.303961987	9.45359186	9.886658967	9.690097	9.473833172	9.339801022	9.764601102	9.180487296	9.206308423	9.120462366	9.042237483	8.866262935	9.211771998	8.887030783
641371	9.395959063	10.63762256	10.88378338	10.56010628	10.39356185	10.52447834	11.44391321	8.80360129	9.761332152	8.689676211	9.85226092	8.899090415	10.10971706	8.250720504
10965	8.616286378	9.859931978	10.46549784	9.863276279	9.040197923	9.657257882	10.57246983	8.002696895	8.792153546	8.098146336	9.051947368	8.289791593	9.199565611	7.865819861
122970	7.675901299	8.092399329	8.288215504	7.315126008	7.918993193	7.740404124	8.283993054	5.941822315	7.048740788	6.943911952	7.376527421	6.971049159	7.414179517	6.212452611
641372	2.061637969	3.026127235	4.806617929	3.432130956	3.216346213	3.809620235	4.442286671	1.949534933	2.002450499	0.878372225	1.785341299	1.387527978	1.666256674	0.383828687
11332	8.853581848	8.462170957	7.804163941	8.467983699	8.065445217	7.643295594	6.961478635	7.362127059	8.172190957	8.657090102	9.244668517	7.527108661	7.750524775	7.808125656
10005	8.207068512	7.993390187	7.527023405	7.633893967	7.725171272	7.970226709	7.627123816	7.484318618	7.652468569	8.149779631	8.651312214	7.886598919	7.42392855	7.794463955
23597	8.703464125	9.214649154	9.428112862	9.660437015	9.486301478	9.299431046	9.331702978	9.39594086	9.386114688	9.045269034	9.078309616	8.175474202	9.087578199	8.603704226
51	10.42814742	11.5284819	12.19121788	11.70013134	11.93835861	11.55768914	12.33733679	10.85735193	11.26953751	10.52522363	10.3476196	10.52698077	11.01051594	10.58396833
8309	8.381028075	8.644071496	9.319635319	8.478446468	8.612199875	8.460025788	9.309683023	8.365582315	8.316605564	7.679464617	8.419345058	7.830924586	7.971543554	7.941112768
8310	9.355980239	9.610689175	8.940536482	8.579102063	9.133386538	8.977047184	8.513237273	9.045534436	8.947838244	9.514674214	9.162859562	9.045284599	8.934460182	9.933559066
55289	1.182565182	1.324522612	2.019701914	2.033088169	1.561497221	1.23087931	0.85861763	1.051998468	0.679333711	1.082566351	1.603691617	0.854554259	1.666256674	0.936892302
52	10.30976509	10.1277603	9.970158678	9.899543781	10.04882932	10.1510895	10.06959369	10.43718497	10.19901783	10.39863736	10.43032124	10.42593371	10.14670702	10.04348135
53	10.21468533	10.59475669	10.1386211	10.60089962	10.29223281	10.06722661	9.734290128	9.392872496	9.814329311	10.14777133	10.13725234	9.417635883	9.661236006	9.463568716
54	10.36845451	11.1502196	10.03460847	11.25824425	10.0056609	9.089532313	7.96510144	9.557429812	9.427650795	11.31698964	10.42433932	8.832875777	8.902047343	9.727508003
51205	7.687056488	9.12127526	7.334380562	6.844454703	7.083850524	8.339208217	7.307255464	8.103735237	8.00664418	7.803752708	8.489779335	8.717129397	8.10283132	8.07596576
92370	8.934439836	8.434206616	8.054011654	8.37919986	8.413903326	8.220431052	7.829816586	9.217542636	8.665405563	10.40638169	8.263412876	8.79005781	8.702699788	9.210252962
55	5.229122586	5.833937486	4.451263872	5.715520022	4.747312201	3.501795794	3.056583528	4.989684003	4.810515083	4.724099061	5.297782023	5.371841101	4.166434269	5.376411946
93650	0	0	0	0	0	0.535057595	0	0	0.37928825	0.640528385	0	0.489645688	0	0.68670221
84519	4.687167094	5.091627909	5.683901336	5.850524417	4.693921791	4.850004262	4.330092245	4.266674119	5.200896644	4.882828876	4.864943825	4.610977568	4.450854928	4.813929941
93953	4.806535445	3.969795167	4.697612597	4.797225734	4.214459012	3.94196078	5.380829863	4.973344935	4.273635239	5.013386326	4.446209904	5.159911691	3.459431619	4.269669049
56	0.965248657	0	0	0.599793852	0.982436918	0	0.85861763	0.778713221	0.679333711	1.563695074	1.603691617	0.489645688	0.902729639	0
49	2.444773066	3.213285062	3.110613806	3.361543798	3.138552375	3.109962253	3.372032714	2.303342394	3.090362289	1.694033266	2.911749097	2.333652715	2.162951177	2.827046671
23205	3.841298899	6.321648546	4.272762269	3.795621507	3.825103798	3.94196078	3.677327824	4.888748119	4.779264974	3.877057089	3.893964017	4.199711601	3.569199413	4.630818975
81616	3.107520494	2.603501726	2.190362011	0	1.300826593	2.333795809	1.393251437	3.089854035	1.634500338	1.813524689	1.94665601	3.11727946	1.666256674	2.397063631
80221	10.63442211	10.81736672	10.56825219	10.0876132	9.939819399	10.53062268	11.2078537	9.050410547	9.535104654	9.718876171	10.61385253	9.984794251	9.928486249	9.636516233
197322	8.886857992	8.585949507	8.13201948	8.066144636	7.804012244	8.300692086	8.01811726	7.380831594	8.167672038	8.557881037	9.444515094	8.724039016	8.334224561	8.728172224
2180	11.38906792	13.73162457	15.32485773	14.80966818	15.35883113	15.0978452	16.4253723	12.41293127	13.06859413	11.49570945	11.94749573	11.08998396	13.08754212	9.969969382
2181	11.82052723	12.43911227	10.91797514	11.23621766	11.598113	11.23539715	10.9069453	11.61577261	11.30340176	12.76744277	10.83256869	11.87223366	11.39252742	12.13070762
2182	10.04124627	10.62186891	11.45664821	11.83529756	11.2299889	10.86352533	11.25998036	11.31692562	10.79801827	10.59803947	9.458799686	9.695865964	10.69026369	10.39589664
51703	9.746141087	10.01323905	9.900390308	10.19998845	9.921790367	9.7868461	9.872766594	10.16329707	9.815292504	9.648285311	8.978031418	9.835127303	9.891981719	9.91318024
23305	2.747236999	2.731552559	1.337711092	1.348459062	1.782198856	2.773447828	0.492314685	2.404303691	2.462104684	4.545715134	1.603691617	3.472747693	2.636311398	3.581724829
116285	5.166739543	12.52291105	0.593784005	1.348459062	3.667846721	4.605838017	0.492314685	5.005840095	6.138685476	7.780104023	5.506319484	5.093167167	4.95419631	7.303564328
123876	2.677350377	1.089701524	2.722640886	4.041234219	1.782198856	0	4.075541188	2.49865936	2.204203332	2.37620702	0.493442391	1.145481822	2.636311398	0.383828687
348158	0.965248657	2.957933166	1.337711092	3.432130956	0.982436918	0.535057595	3.722476954	1.479799661	0.927517246	1.420455453	0.860525852	0	0.902729639	0.936892302
6296	7.55424809	9.002233039	3.608395295	2.690104161	4.801324236	6.0439525	3.868607755	7.669349266	6.817775449	8.084220031	7.314746367	7.737260866	5.877317267	9.382920532
341392	0	0	0	0	0	0	0	0.44127099	0	0.355467388	0	0	1.666256674	0
54988	6.62147023	8.601399762	10.40988996	10.6312239	9.19232808	7.317495826	10.86635096	6.78778505	8.0217451	6.152623544	7.047902594	6.496684438	7.103515474	4.665887305
84532	10.00560223	9.957026276	8.407670133	9.131326589	9.026765485	9.513098278	8.809745624	9.323665046	9.440818724	9.553821448	9.90844156	10.12184922	9.408745186	9.945649545
55902	10.11248082	11.53445035	12.7531644	12.36049926	12.33806805	11.61209535	13.12612468	10.90065967	10.99876226	10.06738932	10.73133702	10.57133323	10.99874372	9.859281011
79611	7.948552375	9.045255927	10.6116202	10.0711168	9.668598898	7.969606399	11.87910779	9.035731943	8.503913171	8.734851851	7.537195876	7.888642196	8.609419598	8.698841465
58	2.938605728	5.970004625	1.337711092	0	1.300826593	2.456884983	0.85861763	4.817306034	5.736572406	3.982838462	3.933015469	1.77589336	3.211152405	2.763709007
59	15.42983429	14.03380347	11.64550434	12.26102861	14.15100338	14.04919856	12.46454274	15.08972764	15.45143684	14.69344538	15.43898021	14.21711705	14.53098142	14.39802955
345651	1.371447346	3.325789346	0	0	0.573277568	1.483415958	0	3.552672171	2.538761627	2.837519451	3.812559834	2.644571589	2.636311398	2.697462477
60	16.32452632	16.66147168	15.98467808	16.3421128	16.17726318	16.09928332	15.51955476	16.29609453	16.60846366	16.32887665	17.14006017	15.45458621	16.0232468	15.56549679
70	4.206354093	1.089701524	1.826111164	1.838871111	4.214459012	2.050745464	4.840639469	3.596004841	5.269979418	1.082566351	2.223577006	1.594739622	3.459431619	0.383828687
71	15.77595927	15.88280128	14.97370421	15.35345416	15.29488736	15.54895373	14.62758606	15.71051537	15.86608373	15.93534496	16.7646641	15.59628695	15.35804645	15.54612463
72	13.09426362	12.09054903	7.513900472	7.76141427	11.95441041	11.65631871	8.359173246	13.10604194	14.07309813	12.15019164	13.51999513	11.36591028	12.20540812	11.66173068
86	9.455881585	9.26843182	9.164430809	9.177008598	9.303444004	9.138630957	9.093664749	9.845840489	9.550169399	10.07226568	9.486951438	9.847835659	9.584880783	9.603545678
51412	0	0	0	0	0	0	0	0	0.679333711	0	0.493442391	0	0	0.383828687
10881	0	0	0	0	0.573277568	0	0	0	0	0	0	0	0	0
10880	0	0.460585313	0	0	0	0	0	0	0	0	0	1.145481822	0	0
81569	0	1.089701524	0	0	0	0	0.492314685	0.778713221	0	0.640528385	0	0	1.453701937	0
284382	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	13.395396	12.906287	12.44708165	11.56208994	13.07497656	13.10443775	11.75677996	12.94169607	13.55454275	13.39002342	13.59808344	12.75201727	12.71529989	13.12745421
88	0.965248657	0.460585313	1.337711092	2.357186006	1.300826593	1.483415958	3.191152018	1.653931334	2.611550123	0.640528385	1.94665601	0.489645688	0.52084965	1.33571191
89	1.688046044	2.132576843	1.337711092	0.599793852	1.561497221	0.535057595	1.393251437	1.051998468	1.889901809	0.878372225	1.152832405	0.489645688	0	0.383828687
81	13.42966246	13.44681785	13.33308801	12.7913874	13.36811911	13.27483909	12.56459166	13.0028601	13.63050199	13.23823596	13.77687064	13.40134229	13.44703773	13.32802614
55860	10.32233954	10.14511532	10.07942771	10.1802553	10.2179382	9.983955383	10.38161022	10.49198023	10.29121998	9.929080687	10.26849908	9.840224024	10.1757394	9.879029651
10121	11.31998569	11.85114975	11.85413602	11.7699358	11.71767047	11.65631871	11.4031175	11.19627581	11.49728373	11.32392603	11.51951198	10.7079492	11.30226638	10.68345663
