	TCGA-3C-AAAU-01A-11R-A41B-07	TCGA-3C-AALI-01A-11R-A41B-07	TCGA-3C-AALJ-01A-31R-A41B-07	TCGA-3C-AALK-01A-11R-A41B-07	TCGA-4H-AAAK-01A-12R-A41B-07	TCGA-5L-AAT0-01A-12R-A41B-07	TCGA-5L-AAT1-01A-12R-A41B-07	TCGA-5T-A9QA-01A-11R-A41B-07	TCGA-A1-A0SB-01A-11R-A144-07	TCGA-A1-A0SD-01A-11R-A115-07	TCGA-A1-A0SE-01A-11R-A084-07	TCGA-A1-A0SF-01A-11R-A144-07	TCGA-A1-A0SG-01A-11R-A144-07	TCGA-A1-A0SH-01A-11R-A084-07
122481	3.886198941	7.180904703	3.044901159	4.263364986	3.951224091	3.969463655	6.815759853	4.521459108	3.562181356	5.262403089	6.424641649	6.065533538	6.815077111	3.101683689
11216	8.890450341	8.278018676	7.864769916	7.920103303	9.098647993	7.894726228	8.477103341	9.030574724	8.786564345	8.9520187	8.231054097	7.852078138	9.208004826	8.932380128
11215	10.6508717	9.470734514	9.786497696	9.841446883	10.25334464	9.869513494	9.363481463	9.498411047	10.99941971	10.33488409	10.7201507	10.02516822	10.91511698	10.87046621
9590	8.690738342	8.406108468	8.833277212	9.603619484	9.889746699	10.09129772	8.997708466	6.940893789	8.446202045	10.28104769	9.56772302	9.763833306	9.717005294	11.12308358
11214	11.990828	11.00938	11.22385239	11.30430979	11.492567	11.53897929	11.08490742	10.42790887	11.88151413	12.13301788	11.83037327	11.61847594	11.4038999	12.11655486
158798	0	0	0.931002202	3.078473209	0	0.665938454	6.012785419	0	0	1.408222729	0.410449655	3.549681491	1.956056652	0
8165	11.03946572	12.38505759	9.187473324	10.82560979	10.85855974	11.62026061	10.04719168	10.07188304	11.19368219	10.66535848	11.00939945	10.71490703	10.48889896	10.62170886
11217	7.726395973	9.045904333	9.264246943	9.099796725	8.475164346	8.553527927	7.68561573	0	10.6178656	9.558762021	8.898626478	8.895911191	9.21903659	9.564116519
10566	4.461017711	3.502292408	4.257945954	3.74546324	4.840946569	2.509138416	4.715064187	3.45117154	5.211016088	4.404651119	4.936279871	4.567143832	4.691545331	4.866408535
8852	0	0.626485863	0	0	0	0	0.859969548	0	0	0	0	0	0	0
9495	6.237378245	7.339467014	5.533902803	8.078642922	6.583362627	6.145779337	7.819788871	4.843968774	7.557720243	7.401382158	7.478774472	5.999443102	5.80942988	7.114774079
